0.688889, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.138889, 0.183333, 0.100000, 0.134444, 0.104444, 0.104444, 0.121111, 0.108889, 0.999999, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, janeiro
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.160036, 0.143761, 0.100362, 0.137432, 0.105787, 0.124774, 0.118445, 0.109403, 0.999999, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, janeiro
0.000000, 0.880000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.033510, 0.194004, 0.141975, 0.090829, 0.168430, 0.109347, 0.112875, 0.149030, 0.536481, 0.463519, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, janeiro
0.521127, 0.000000, 0.000000, 0.000000, 0.000000, 0.408451, 0.000000, 0.000000, 0.133100, 0.133975, 0.159370, 0.118214, 0.141856, 0.080560, 0.121716, 0.111208, 0.954545, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, janeiro
0.000000, 0.938053, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.022277, 0.144802, 0.184406, 0.101485, 0.147277, 0.128713, 0.103960, 0.167079, 0.000000, 0.470982, 0.529018, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, janeiro
0.134921, 0.579365, 0.000000, 0.000000, 0.000000, 0.079365, 0.000000, 0.126984, 0.076923, 0.160083, 0.127859, 0.122661, 0.102911, 0.143451, 0.138254, 0.127859, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, janeiro
0.810458, 0.104575, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.139225, 0.134383, 0.113801, 0.078692, 0.157385, 0.145278, 0.119855, 0.111380, 0.945578, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, janeiro
0.155000, 0.530000, 0.170000, 0.000000, 0.000000, 0.130000, 0.000000, 0.000000, 0.031062, 0.208417, 0.143287, 0.119238, 0.152305, 0.104208, 0.123246, 0.118236, 0.638158, 0.361842, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, janeiro
0.708955, 0.134328, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.076677, 0.149521, 0.126518, 0.122684, 0.145048, 0.099681, 0.128435, 0.151438, 0.798165, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, janeiro
0.566038, 0.213836, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.176101, 0.129293, 0.134343, 0.136364, 0.124242, 0.120202, 0.092929, 0.143434, 0.119192, 0.999999, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, janeiro
0.578431, 0.000000, 0.000000, 0.000000, 0.000000, 0.421569, 0.000000, 0.000000, 0.150157, 0.164308, 0.084906, 0.122642, 0.142296, 0.083333, 0.125786, 0.117925, 0.860335, 0.139665, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, janeiro
0.366667, 0.062963, 0.000000, 0.074074, 0.111111, 0.000000, 0.100000, 0.251852, 0.133100, 0.181261, 0.122592, 0.138354, 0.124343, 0.126970, 0.147986, 0.025394, 0.969925, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, janeiro
0.158163, 0.201531, 0.165816, 0.440051, 0.000000, 0.025510, 0.000000, 0.000000, 0.027743, 0.063052, 0.073140, 0.170240, 0.210593, 0.167718, 0.158890, 0.126103, 0.379913, 0.362445, 0.257642, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, janeiro
0.866197, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.160908, 0.180652, 0.091807, 0.087858, 0.111550, 0.125370, 0.125370, 0.116486, 0.999999, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, janeiro
0.242038, 0.464968, 0.171975, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.035260, 0.077375, 0.189030, 0.138100, 0.165524, 0.147894, 0.105779, 0.141038, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, janeiro
0.520000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.140704, 0.184925, 0.039196, 0.104523, 0.125628, 0.150754, 0.158794, 0.095477, 0.999999, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, janeiro
0.000000, 0.000000, 0.318182, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.044892, 0.089783, 0.142415, 0.221362, 0.150155, 0.063467, 0.171827, 0.116099, 0.000000, 0.886076, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, janeiro
0.000000, 0.843478, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.085278, 0.200180, 0.143627, 0.120287, 0.132855, 0.070916, 0.091562, 0.143627, 0.629412, 0.370588, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, janeiro
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.067651, 0.184502, 0.118081, 0.119311, 0.173432, 0.094711, 0.119311, 0.123001, 0.732143, 0.267857, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, janeiro
0.213178, 0.666667, 0.000000, 0.000000, 0.000000, 0.069767, 0.000000, 0.000000, 0.058339, 0.082435, 0.147749, 0.122384, 0.159163, 0.154090, 0.143944, 0.131896, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, janeiro
0.000000, 0.752941, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.060027, 0.177353, 0.128240, 0.096862, 0.157572, 0.126194, 0.122783, 0.130969, 0.555556, 0.444444, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, janeiro
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.165084, 0.151936, 0.121256, 0.130022, 0.115413, 0.095690, 0.084733, 0.135866, 0.861789, 0.138211, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, janeiro
0.869048, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.156398, 0.146919, 0.099526, 0.112559, 0.144550, 0.098341, 0.107820, 0.133886, 0.999999, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, janeiro
