0.188406, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.405797, 0.114983, 0.189315, 0.109175, 0.137050, 0.117305, 0.147503, 0.090592, 0.094077, 0.859649, 0.116959, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, janeiro
0.322314, 0.198347, 0.000000, 0.000000, 0.000000, 0.107438, 0.000000, 0.239669, 0.145511, 0.142415, 0.119711, 0.144479, 0.117647, 0.066047, 0.125903, 0.138287, 0.938931, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, janeiro
0.355102, 0.367347, 0.110204, 0.000000, 0.114286, 0.000000, 0.000000, 0.000000, 0.096866, 0.149098, 0.117759, 0.136752, 0.154796, 0.107312, 0.115859, 0.121557, 0.489712, 0.510288, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, janeiro
0.000000, 0.405594, 0.531469, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.075167, 0.112274, 0.147479, 0.116080, 0.197907, 0.129401, 0.124643, 0.086584, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, janeiro
0.353846, 0.000000, 0.446154, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.063209, 0.170178, 0.143436, 0.116694, 0.130470, 0.136143, 0.104538, 0.135332, 0.763636, 0.236364, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, janeiro
0.620482, 0.283133, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.116424, 0.162162, 0.141372, 0.090437, 0.122661, 0.137214, 0.134096, 0.095634, 0.436364, 0.563636, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, janeiro
0.000000, 0.608434, 0.000000, 0.000000, 0.120482, 0.246988, 0.000000, 0.000000, 0.130261, 0.124248, 0.154977, 0.107548, 0.097528, 0.120240, 0.092852, 0.162993, 0.270386, 0.626609, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.081545, janeiro
0.594203, 0.000000, 0.000000, 0.000000, 0.000000, 0.347826, 0.000000, 0.000000, 0.147656, 0.109375, 0.132031, 0.117969, 0.148438, 0.108594, 0.117969, 0.117969, 0.999999, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, janeiro
0.387850, 0.439252, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.031266, 0.157842, 0.134140, 0.133636, 0.169440, 0.093797, 0.168936, 0.110943, 0.522634, 0.477366, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, janeiro
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.246575, 0.000000, 0.602740, 0.086820, 0.082636, 0.167364, 0.118201, 0.180962, 0.133891, 0.123431, 0.095188, 0.000000, 0.358362, 0.511945, 0.126280, 0.000000, 0.000000, 0.000000, 0.000000, janeiro
