0.306158, 0.285134, 0.220884, 0.238054, 0.369338, 0.816258, 1.27896, 0.470119, 0.365851, 0.310522, 0.245292, 0.179413, 0.193691, homer
0.206587, 0.295261, 0.263851, 0.208714, 0.890937, 0.97327, 2.37736, 0.379237, 0.337, 0.232517, 0.257863, 0.228235, 0.148753, homer
0.201746, 0.292242, 0.261725, 0.208021, 0.937092, 1.01647, 2.38386, 0.37285, 0.332189, 0.232171, 0.253595, 0.225281, 0.148051, homer
0.243321, 0.294978, 0.253707, 0.230012, 0.875612, 0.728202, 1.52815, 0.386496, 0.359009, 0.284072, 0.258323, 0.216104, 0.185361, homer
0.422457, 0.301965, 0.2994, 0.313705, -0.205489, 0.0915329, 0.532122, 0.570882, 0.507722, 0.448067, 0.259102, 0.261879, 0.278022, homer
0.240502, 0.302395, 0.254078, 0.220698, 0.491286, 0.948642, 1.71919, 0.432849, 0.33628, 0.27126, 0.268511, 0.216339, 0.168354, homer
0.263879, 0.291264, 0.233714, 0.242026, 0.748148, 0.72448, 1.23155, 0.396078, 0.361034, 0.30716, 0.255884, 0.191602, 0.200941, homer
0.145772, 0.290266, 0.232961, 0.196968, 1.34431, 1.64338, 2.63217, 0.343732, 0.270425, 0.212971, 0.241408, 0.184708, 0.13045, homer
0.245037, 0.306454, 0.251438, 0.229271, 0.642188, 0.85538, 1.61078, 0.425016, 0.345136, 0.276297, 0.269422, 0.213821, 0.181686, homer
0.287914, 0.318321, 0.252645, 0.238562, 0.378104, 0.770323, 1.33225, 0.474254, 0.373972, 0.298438, 0.282197, 0.209292, 0.19639, homer
0.259161, 0.307724, 0.241563, 0.229808, 0.584469, 0.800339, 1.48917, 0.428848, 0.351847, 0.284531, 0.272265, 0.200507, 0.18481, homer
0.226945, 0.306029, 0.254173, 0.230457, 0.834072, 0.920469, 1.68803, 0.401091, 0.339682, 0.27222, 0.266913, 0.216047, 0.181513, homer
0.33704, 0.342084, 0.261491, 0.229201, 0.0727904, 0.301099, 1.20002, 0.533706, 0.417712, 0.304835, 0.321657, 0.230542, 0.19298, homer
0.342616, 0.290019, 0.253104, 0.272942, 0.182645, 0.317304, 1.04343, 0.511954, 0.411554, 0.353598, 0.250653, 0.217507, 0.230269, homer
0.269317, 0.309003, 0.255184, 0.259531, 0.580889, 0.592378, 1.35094, 0.431967, 0.369969, 0.319487, 0.272862, 0.221335, 0.210627, homer
0.2214, 0.306655, 0.263069, 0.205701, 0.596767, 1.01984, 2.30823, 0.425555, 0.332547, 0.235635, 0.270916, 0.226984, 0.146778, homer
0.210999, 0.291881, 0.253177, 0.22982, 1.05523, 0.96399, 1.71372, 0.364096, 0.335119, 0.271003, 0.250231, 0.21468, 0.179925, homer
0.123162, 0.263622, 0.220767, 0.20776, 1.84033, 1.98072, 2.28729, 0.296247, 0.251102, 0.23144, 0.199774, 0.165684, 0.14837, homer
0.205959, 0.29014, 0.25304, 0.226394, 1.06154, 0.995077, 1.81452, 0.361191, 0.33123, 0.263936, 0.249265, 0.21504, 0.175057, homer
0.57598, 0.36148, 0.33084, 0.371414, -0.893456, -0.311375, 0.0977882, 0.749444, 0.651223, 0.574711, 0.31147, 0.280001, 0.339376, homer
0.34061, 0.312203, 0.228606, 0.240679, 0.382808, 0.220795, 0.907632, 0.459873, 0.427574, 0.338195, 0.287442, 0.189147, 0.207044, homer
0.367096, 0.308632, 0.216515, 0.237133, 0.202464, 0.183603, 0.949347, 0.485551, 0.444335, 0.334346, 0.280732, 0.178717, 0.201876, homer
0.349311, 0.314375, 0.224075, 0.233916, 0.303838, 0.22476, 0.975965, 0.471899, 0.43255, 0.329455, 0.289635, 0.185757, 0.198163, homer
0.515349, 0.325289, 0.291313, 0.333744, -0.700831, -0.347556, 0.234386, 0.660055, 0.585979, 0.515367, 0.272339, 0.243498, 0.301133, homer
0.616176, 0.302249, 0.327483, 0.377003, -0.784967, -0.486696, -0.127094, 0.731949, 0.691076, 0.642939, 0.260145, 0.282705, 0.345406, homer
0.538235, 0.376762, 0.341562, 0.370187, -0.535803, -0.307307, -0.279062, 0.682608, 0.626467, 0.638244, 0.338543, 0.297793, 0.341545, homer
0.590349, 0.375327, 0.351111, 0.376623, -0.597127, -0.528558, -0.15339, 0.716099, 0.693183, 0.624505, 0.338747, 0.31101, 0.347582, homer
0.515564, 0.374112, 0.377058, 0.387827, -0.400838, -0.149192, 0.115416, 0.669997, 0.631303, 0.596184, 0.342904, 0.347642, 0.359758, homer
0.625291, 0.353931, 0.317264, 0.352482, -0.956161, -0.59978, -0.449131, 0.754495, 0.694478, 0.655752, 0.30129, 0.269146, 0.307231, homer
0.43796, 0.296731, 0.282458, 0.359483, -0.291584, 0.0301947, 0.922029, 0.605813, 0.509754, 0.447494, 0.266531, 0.24891, 0.315955, homer
0.604687, 0.298062, 0.292902, 0.35281, -0.652912, -0.480508, -0.311623, 0.711107, 0.667384, 0.62924, 0.258267, 0.254447, 0.31738, homer
0.520083, 0.361772, 0.348133, 0.373986, -0.2791, -0.140823, 0.0787389, 0.649728, 0.626053, 0.595306, 0.336605, 0.318465, 0.346359, homer
0.363189, 0.331004, 0.288171, 0.324276, 0.182224, 0.393817, 1.29574, 0.525259, 0.462604, 0.408114, 0.295948, 0.247125, 0.26063, homer
0.385677, 0.312102, 0.289975, 0.307975, 0.159425, 0.396025, 0.655819, 0.535364, 0.474539, 0.431816, 0.278202, 0.248433, 0.265896, homer
0.556265, 0.314332, 0.289974, 0.358191, -0.52264, -0.522578, -0.0215556, 0.667866, 0.62842, 0.583115, 0.278319, 0.239029, 0.331574, homer
0.546186, 0.270705, 0.273636, 0.314711, -0.524217, -0.160122, 0.369672, 0.684371, 0.597377, 0.512834, 0.235543, 0.239977, 0.268997, homer
0.50723, 0.367826, 0.301856, 0.362999, -0.337391, -0.14961, 0.40007, 0.667659, 0.590611, 0.518147, 0.343609, 0.267734, 0.335975, homer
0.421936, 0.24181, 0.264564, 0.262968, 0.0231642, 0.304924, 1.17606, 0.593795, 0.472474, 0.369631, 0.1949, 0.225859, 0.20917, homer
0.572135, 0.304851, 0.281432, 0.33148, -0.533493, -0.579718, -0.14323, 0.676973, 0.638877, 0.58092, 0.269765, 0.238463, 0.298663, homer
0.493321, 0.30333, 0.306408, 0.317958, -0.455599, -0.104849, 0.199748, 0.65883, 0.555956, 0.512753, 0.26905, 0.264554, 0.286305, homer
0.527252, 0.327098, 0.30275, 0.330221, -0.39026, -0.116028, 0.347242, 0.685109, 0.596328, 0.517022, 0.29873, 0.268211, 0.292133, homer
0.56996, 0.281048, 0.254872, 0.311935, -0.685496, -0.59441, -0.00576627, 0.673979, 0.623868, 0.554449, 0.236454, 0.200018, 0.27196, homer
0.502466, 0.31267, 0.332452, 0.360065, -1.045, -0.113214, 0.380396, 0.720517, 0.562917, 0.511265, 0.258013, 0.303327, 0.333995, homer
0.575659, 0.254761, 0.246749, 0.338458, -0.566233, -0.255169, 0.335927, 0.675762, 0.632706, 0.528495, 0.210713, 0.202119, 0.298537, homer
0.494439, 0.241963, 0.212295, 0.255885, -0.322417, -0.20507, 1.13054, 0.607308, 0.547557, 0.375902, 0.210928, 0.178954, 0.205728, homer
0.535003, 0.343258, 0.290627, 0.310023, -0.464023, -0.0546797, 0.326635, 0.668111, 0.607995, 0.536209, 0.303098, 0.253317, 0.270708, homer
0.389982, 0.281846, 0.27631, 0.283045, 0.197916, 0.426026, 0.683393, 0.5472, 0.454851, 0.43236, 0.241428, 0.235135, 0.233882, homer
0.522273, 0.323384, 0.328818, 0.363972, -0.496079, -0.184048, 0.610207, 0.696239, 0.605192, 0.500744, 0.292065, 0.293017, 0.331295, homer
0.493536, 0.344181, 0.326345, 0.348999, -0.382005, 0.132275, 0.167271, 0.679933, 0.557964, 0.574912, 0.315715, 0.297407, 0.331374, homer
0.535983, 0.29628, 0.268697, 0.294522, -0.359554, -0.407943, 0.0019221, 0.63538, 0.598602, 0.556448, 0.261582, 0.22373, 0.259496, homer
0.537178, 0.284862, 0.271288, 0.325902, -0.464921, -0.336259, 0.303441, 0.660975, 0.599833, 0.508964, 0.252112, 0.232283, 0.29571, homer
0.478738, 0.297926, 0.261157, 0.263933, -0.465682, -0.196244, 1.29732, 0.627239, 0.548648, 0.37356, 0.260131, 0.22006, 0.19854, homer
